"TimeBodyAccelerationMeanX" "TimeBodyAccelerationMeanY" "TimeBodyAccelerationMeanZ" "TimeBodyAccelerationStandardDeviationX" "TimeBodyAccelerationStandardDeviationY" "TimeBodyAccelerationStandardDeviationZ" "TimeGravityAccelerationMeanX" "TimeGravityAccelerationMeanY" "TimeGravityAccelerationMeanZ" "TimeGravityAccelerationStandardDeviationX" "TimeGravityAccelerationStandardDeviationY" "TimeGravityAccelerationStandardDeviationZ" "TimeBodyAccelerationJerkMeanX" "TimeBodyAccelerationJerkMeanY" "TimeBodyAccelerationJerkMeanZ" "TimeBodyAccelerationJerkStandardDeviationX" "TimeBodyAccelerationJerkStandardDeviationY" "TimeBodyAccelerationJerkStandardDeviationZ" "TimeBodyGyroMeanX" "TimeBodyGyroMeanY" "TimeBodyGyroMeanZ" "TimeBodyGyroStandardDeviationX" "TimeBodyGyroStandardDeviationY" "TimeBodyGyroStandardDeviationZ" "TimeBodyGyroJerkMeanX" "TimeBodyGyroJerkMeanY" "TimeBodyGyroJerkMeanZ" "TimeBodyGyroJerkStandardDeviationX" "TimeBodyGyroJerkStandardDeviationY" "TimeBodyGyroJerkStandardDeviationZ" "TimeBodyAccelerationMagMean" "TimeBodyAccelerationMagStandardDeviation" "TimeGravityAccelerationMagMean" "TimeGravityAccelerationMagStandardDeviation" "TimeBodyAccelerationJerkMagMean" "TimeBodyAccelerationJerkMagStandardDeviation" "TimeBodyGyroMagMean" "TimeBodyGyroMagStandardDeviation" "TimeBodyGyroJerkMagMean" "TimeBodyGyroJerkMagStandardDeviation" "Subject" "ActivityName"
0.29926682 0.011798517 -0.031653276 -0.94875426 -0.84418244 -0.88070536 0.87638473 -0.44715997 0.039266249 -0.98946113 -0.97012703 -0.91379833 0.072036923 0.019867445 0.00019655927 -0.88857658 -0.86106469 -0.92702027 -0.035775411 -0.010620763 0.03852549 -0.95053621 -0.85592718 -0.74673048 -0.086341844 -0.043942122 -0.04379737 -0.91618991 -0.89101883 -0.73791892 -0.8866145 -0.85899127 -0.8866145 -0.85899127 -0.89156887 -0.88053321 -0.87094775 -0.7753274 -0.89403232 -0.82266518 2 "walking"
0.29389749 0.01115091 -0.069281198 -0.96241329 -0.86333992 -0.85995713 0.88282593 -0.43031319 0.066307063 -0.97763912 -0.91799566 -0.86717267 0.067964088 -0.0080134702 -0.02831438 -0.92750791 -0.89498259 -0.96125155 -0.031933568 -0.080878973 0.067888599 -0.95451242 -0.87379114 -0.75439235 -0.089551643 -0.055978262 -0.039311445 -0.94605528 -0.93661541 -0.75060083 -0.91424457 -0.84884008 -0.91424457 -0.84884008 -0.93379134 -0.90934307 -0.89507731 -0.7741979 -0.93389188 -0.84068516 2 "walking"
0.27563911 -0.015565524 -0.1254582 -0.98916068 -0.96851562 -0.96872274 0.88824855 -0.41368431 0.081629881 -0.99197651 -0.97603214 -0.969735 0.085393668 0.013232424 -0.015536821 -0.98039241 -0.97121581 -0.98048179 -0.033494339 -0.10529761 0.10193292 -0.96920737 -0.97220064 -0.96580084 -0.09617789 -0.044631724 -0.043954046 -0.98031888 -0.98318899 -0.97127637 -0.97639741 -0.98002125 -0.97639741 -0.98002125 -0.97752202 -0.98219111 -0.96121993 -0.97418936 -0.98156201 -0.98178573 2 "walking"
0.27225459 -0.025051205 -0.13318432 -0.99115349 -0.96354868 -0.97316133 0.88833105 -0.41194179 0.075492335 -0.99607584 -0.99233821 -0.96880022 0.07232242 -0.0040930707 0.0022683017 -0.98679902 -0.97633977 -0.98315362 -0.032800503 -0.090070366 0.11430315 -0.97998548 -0.98331456 -0.97736636 -0.098093802 -0.03135971 -0.051153105 -0.98633375 -0.98639137 -0.98506684 -0.97278247 -0.97340407 -0.97278247 -0.97340407 -0.98230467 -0.98736749 -0.97418211 -0.98141963 -0.98801891 -0.98567978 2 "walking"
0.27642711 -0.026277565 -0.12694133 -0.99298881 -0.96561954 -0.9657378 0.88653599 -0.41739217 0.065348552 -0.99497146 -0.97217475 -0.95317626 0.074509321 0.017702929 0.034901242 -0.99122791 -0.98334338 -0.99065479 -0.02498197 -0.070265151 0.092864514 -0.98470493 -0.98444181 -0.97051035 -0.10085785 -0.0402331 -0.070964995 -0.98876545 -0.99298212 -0.99171636 -0.97410189 -0.97369118 -0.97410189 -0.97369118 -0.98929212 -0.99316908 -0.97913622 -0.98335629 -0.99242066 -0.99343452 2 "walking"
0.28016952 -0.014362437 -0.10047145 -0.99359232 -0.9719031 -0.97793999 0.88595445 -0.42208281 0.05903586 -0.99566606 -0.9876842 -0.98105626 0.072727808 0.010693404 0.0035057619 -0.98996687 -0.98474713 -0.98931245 -0.023093566 -0.066467535 0.080856878 -0.98872228 -0.98688683 -0.97959066 -0.093747448 -0.040897472 -0.063732156 -0.99058671 -0.99430137 -0.99142034 -0.98424763 -0.98596967 -0.98424763 -0.98596967 -0.98869299 -0.99247748 -0.98438424 -0.98548723 -0.99339805 -0.99497909 2 "walking"
0.27746102 -0.01584543 -0.10639347 -0.99502745 -0.97159341 -0.97872472 0.88675759 -0.42075175 0.061267268 -0.99613717 -0.98906538 -0.98159227 0.076517346 0.010128253 -0.013201935 -0.98961731 -0.98141948 -0.9894596 -0.02648868 -0.074340759 0.082382273 -0.9901469 -0.99118254 -0.9850075 -0.10172432 -0.038908867 -0.051866697 -0.99147383 -0.99380568 -0.99351864 -0.9863763 -0.98543415 -0.9863763 -0.98543415 -0.98787803 -0.99101282 -0.98864889 -0.99072753 -0.99388532 -0.99488451 2 "walking"
0.28837469 -0.0085476599 -0.10705876 -0.99334035 -0.9619744 -0.98449309 0.88727114 -0.41949043 0.062138516 -0.99569824 -0.98992735 -0.99078944 0.079692861 0.021893719 0.019722732 -0.99297171 -0.98450842 -0.99185676 -0.02724897 -0.070042463 0.072089463 -0.99325049 -0.99242499 -0.98659587 -0.098589224 -0.041452921 -0.048265495 -0.99406273 -0.9946282 -0.99371752 -0.98114936 -0.98288288 -0.98114936 -0.98288288 -0.99070401 -0.99477924 -0.98950178 -0.99283727 -0.99509372 -0.99577314 2 "walking"
0.28590496 -0.0077447295 -0.10273652 -0.99188377 -0.96571091 -0.98415868 0.89033905 -0.41431632 0.063073539 -0.98596458 -0.97055933 -0.98387503 0.073692837 0.022299194 0.024172207 -0.99448244 -0.98340546 -0.99015863 -0.030446957 -0.069251086 0.084129975 -0.97846434 -0.98511749 -0.98276696 -0.13741057 -0.029849391 -0.038735438 -0.98464085 -0.99346953 -0.99098372 -0.98120081 -0.98298022 -0.98120081 -0.98298022 -0.99091628 -0.99143577 -0.98495044 -0.96738778 -0.99269469 -0.98906268 2 "walking"
0.29648714 -0.014684879 -0.13980848 -0.98771367 -0.83424238 -0.94105035 0.95201324 -0.12719693 0.17324768 -0.97442821 -0.87785609 -0.9336702 0.074167624 -0.088429566 -0.00057513147 -0.98766148 -0.95062266 -0.98048751 -0.050171548 -0.073211502 0.1837903 -0.98222253 -0.95870792 -0.92994218 -0.092742071 -0.016699782 -0.11955963 -0.97836982 -0.98580596 -0.9740108 -0.92873856 -0.89838027 -0.92873856 -0.89838027 -0.97766739 -0.96574161 -0.94284864 -0.92860311 -0.98480912 -0.97945377 2 "walking"
0.27723542 -0.025677001 -0.11843072 -0.99639048 -0.95268767 -0.96541011 0.95776214 -0.12120449 0.16651548 -0.99215769 -0.95481082 -0.94772651 0.074857362 0.031491585 0.0039751972 -0.99582259 -0.98541127 -0.99165507 -0.039016643 -0.060002794 0.12573995 -0.98842257 -0.99042251 -0.97940389 -0.091881126 -0.044009434 -0.058000018 -0.99410926 -0.99620321 -0.99132934 -0.97803564 -0.96122618 -0.97803564 -0.96122618 -0.99261266 -0.99290606 -0.97773598 -0.97714072 -0.99553914 -0.99584933 2 "walking"
0.2782907 -0.014536086 -0.10524253 -0.99678611 -0.98839324 -0.98950215 0.95789199 -0.12711834 0.16163958 -0.99692667 -0.99157732 -0.99292938 0.079741234 0.0054060827 -0.0048041466 -0.99516755 -0.99168063 -0.99135946 -0.026046816 -0.067562509 0.10043377 -0.99622773 -0.995977 -0.97976111 -0.093176759 -0.035040875 -0.075882607 -0.99541364 -0.99836639 -0.99464282 -0.99438865 -0.99413634 -0.99438865 -0.99413634 -0.99367703 -0.99497726 -0.99003935 -0.98957462 -0.99750587 -0.9979514 2 "walking"
0.27815992 -0.0076678258 -0.09927102 -0.99697493 -0.96211178 -0.987355 0.95792518 -0.12454962 0.16376124 -0.998006 -0.98845697 -0.9901987 0.07369633 0.0094546512 0.0058232317 -0.9950484 -0.98639555 -0.9912641 -0.022931403 -0.07347 0.078673144 -0.99632265 -0.9842731 -0.95701458 -0.097484223 -0.043075149 -0.056642047 -0.99567836 -0.99662006 -0.98807403 -0.98452293 -0.97430484 -0.98452293 -0.97430484 -0.99209242 -0.99408178 -0.98142234 -0.97133319 -0.99558278 -0.99481506 2 "walking"
0.27664638 -0.0049748937 -0.104754 -0.99726953 -0.96546147 -0.98114499 0.95832834 -0.11858919 0.16680067 -0.99939896 -0.97259765 -0.98544416 0.075933689 0.014606303 -0.0051785599 -0.99392769 -0.97607626 -0.99182512 -0.025679464 -0.079004412 0.083575679 -0.99393599 -0.98238404 -0.95464749 -0.10158671 -0.046062898 -0.025882513 -0.99040851 -0.99414667 -0.98506173 -0.98197129 -0.97653588 -0.98197129 -0.97653588 -0.98891135 -0.99043645 -0.9786125 -0.97314542 -0.99205801 -0.99310443 2 "walking"
0.27829493 -0.022664347 -0.11591945 -0.99724431 -0.96872118 -0.98613179 0.95832272 -0.11314063 0.16759019 -0.99952115 -0.9913736 -0.99196495 0.077460728 0.0038718084 -0.0099158808 -0.99287631 -0.97492111 -0.99132841 -0.025950876 -0.075040768 0.096736383 -0.99500391 -0.9837393 -0.97191748 -0.10026854 -0.035913252 -0.060497451 -0.99034158 -0.99328087 -0.98445627 -0.98594601 -0.98682484 -0.98594601 -0.98682484 -0.98786737 -0.99004233 -0.98336311 -0.98402764 -0.99116242 -0.99358288 2 "walking"
0.27505303 -0.024059404 -0.10589705 -0.99525842 -0.97190867 -0.98360641 0.95841903 -0.1158856 0.1660208 -0.99888949 -0.98042137 -0.99596864 0.074694506 0.01564664 0.013952444 -0.99061035 -0.98198548 -0.99141782 -0.025511187 -0.071503399 0.091317208 -0.99623625 -0.98402467 -0.97392163 -0.097799765 -0.041339249 -0.061549315 -0.99416578 -0.99433016 -0.98593569 -0.98590459 -0.98664528 -0.98590459 -0.98664528 -0.98944283 -0.99158858 -0.98495388 -0.98409151 -0.99301191 -0.9946828 2 "walking"
0.27486428 -0.01561837 -0.097528302 -0.99623776 -0.98664644 -0.989707 0.95761533 -0.11965332 0.16733906 -0.99595146 -0.99389772 -0.98683224 0.075529732 0.020093856 0.011850313 -0.99227354 -0.98618217 -0.98957602 -0.028197612 -0.072492716 0.081141936 -0.9966929 -0.98831115 -0.98393993 -0.097361152 -0.045318417 -0.050056318 -0.99552817 -0.99582541 -0.99134481 -0.99193129 -0.99193657 -0.99193129 -0.99193657 -0.99056259 -0.9918432 -0.99004857 -0.9894614 -0.995537 -0.9963504 2 "walking"
0.27871074 -0.016793927 -0.10524076 -0.99859653 -0.9906669 -0.98746213 0.95685371 -0.11945235 0.17076173 -0.99854623 -0.99717066 -0.98719726 0.075792868 0.0082702907 -0.0046005261 -0.99673138 -0.99093654 -0.98935414 -0.027541794 -0.073323286 0.080225072 -0.99633885 -0.98906109 -0.98681453 -0.099417698 -0.038310487 -0.060352158 -0.99489164 -0.99592158 -0.99201559 -0.99505048 -0.99470667 -0.99505048 -0.99470667 -0.99335333 -0.99292018 -0.99063115 -0.99201041 -0.99566519 -0.99623914 2 "walking"
0.27822455 -0.016181738 -0.1075716 -0.99822604 -0.99043752 -0.98923957 0.95709207 -0.11889701 0.17216278 -0.99865366 -0.99858765 -0.99630003 0.076381493 0.0032129773 -0.00018746671 -0.99810136 -0.98993492 -0.99254022 -0.027905922 -0.075317726 0.084110903 -0.99598121 -0.99154022 -0.99012716 -0.098601087 -0.040436174 -0.052897202 -0.9935933 -0.99644922 -0.99302309 -0.99569559 -0.99544433 -0.99569559 -0.99544433 -0.99524339 -0.99414257 -0.99330273 -0.99234285 -0.99593913 -0.99611078 2 "walking"
0.27625455 -0.016985093 -0.10885324 -0.99639413 -0.98567065 -0.98354536 0.957125 -0.11843093 0.17257908 -0.99902145 -0.997234 -0.99413399 0.077142483 0.017151419 -0.0013815426 -0.99658085 -0.98474296 -0.99069383 -0.028386406 -0.075428757 0.084448765 -0.99441796 -0.98896745 -0.98331636 -0.095803874 -0.044492057 -0.050073195 -0.993369 -0.99440543 -0.99094466 -0.99231876 -0.99087672 -0.99231876 -0.99087672 -0.9921557 -0.9925433 -0.99096518 -0.98549334 -0.99491005 -0.99348714 2 "walking"
0.27574674 -0.015388072 -0.10505767 -0.99581447 -0.98247951 -0.9819142 0.9567784 -0.11826838 0.17243002 -0.99838027 -0.99703086 -0.99311082 0.076351845 0.013059249 0.001419995 -0.99383983 -0.98486341 -0.99254104 -0.02833208 -0.074596168 0.085722107 -0.99104087 -0.98628489 -0.97696868 -0.096556649 -0.04018711 -0.048712881 -0.99111869 -0.99276635 -0.98664924 -0.99053425 -0.98890189 -0.99053425 -0.98890189 -0.99245307 -0.99212445 -0.98602379 -0.98369587 -0.99231034 -0.99203913 2 "walking"
0.28028279 -0.019175262 -0.10932156 -0.99531257 -0.975241 -0.97892176 0.95656471 -0.11752757 0.17319654 -0.99757762 -0.99353276 -0.98846658 0.077208833 0.003495444 -0.00073970854 -0.99278339 -0.98489323 -0.99591241 -0.026969226 -0.075102151 0.089479676 -0.99222869 -0.98504205 -0.97828727 -0.10128222 -0.039297873 -0.059640136 -0.99313152 -0.99471673 -0.98852767 -0.98713678 -0.98765605 -0.98713678 -0.98765605 -0.9939029 -0.99209187 -0.98588897 -0.98488949 -0.99443061 -0.99323111 2 "walking"
